1	467	169
2	170	466
3	172	466
4	173	466
5	174	466
6	175	466
7	176	466
8	177	466
9	178	466
10	180	466
11	181	466
12	223	466
13	225	466
14	1	663
15	2	663
16	3	663
17	4	663
18	5	663
19	6	663
20	7	663
21	8	663
22	9	663
23	10	663
24	11	663
25	12	663
26	20	663
27	21	663
28	22	663
29	23	663
30	24	663
31	25	663
32	25	663
33	26	663
34	27	663
35	28	663
36	28	663
37	28	663
38	28	663
39	29	663
40	14	663
41	30	663
42	31	663
43	32	663
44	33	663
45	34	663
46	35	663
47	35	663
48	36	663
49	37	663
50	37	663
51	38	663
52	39	663
53	40	663
54	41	663
55	42	663
56	43	663
57	44	663
58	45	663
59	46	663
60	47	663
61	48	663
62	49	663
63	50	663
64	51	663
65	52	663
66	53	663
67	53	663
68	54	663
69	54	663
70	55	663
71	56	663
72	57	663
73	58	663
74	58	663
75	59	663
76	60	663
77	60	663
78	61	663
79	62	663
80	63	663
81	64	663
82	65	663
83	66	663
84	67	663
85	68	663
86	69	663
87	70	663
88	71	663
89	71	663
90	72	663
91	73	663
92	73	663
93	74	663
94	75	663
95	75	663
96	76	663
97	77	663
98	78	663
99	79	663
100	80	663
101	81	663
102	82	663
103	82	663
104	83	663
105	84	663
106	85	663
107	86	663
108	87	663
109	88	663
110	89	663
111	89	663
112	91	663
113	92	663
114	93	663
115	94	663
116	95	663
117	96	663
118	97	663
119	97	663
120	97	663
121	98	663
122	99	663
123	100	663
124	101	663
125	102	663
126	103	663
127	103	663
128	104	663
129	105	663
130	107	663
131	109	663
132	110	663
133	111	663
134	112	663
135	113	663
136	113	663
137	114	663
138	115	663
139	116	663
140	119	663
141	122	663
142	123	663
143	124	663
144	125	663
145	126	663
146	127	663
147	127	663
148	128	663
149	128	663
150	129	663
151	130	663
152	130	663
153	130	663
154	131	663
155	132	663
156	133	663
157	134	663
158	134	663
159	134	663
160	134	663
161	136	663
162	136	663
163	136	663
164	137	663
165	138	663
166	106	663
167	106	663
168	140	663
169	141	663
170	142	663
171	143	663
172	143	663
173	144	663
174	145	663
175	146	663
176	147	663
177	148	663
178	149	663
179	150	663
180	151	663
181	152	663
182	153	663
183	154	663
184	155	663
185	156	663
186	156	663
187	157	663
188	158	663
189	159	663
190	160	663
191	162	663
192	161	663
193	163	663
194	164	663
195	165	663
196	167	663
197	166	663
198	108	663
199	184	663
200	170	3
201	170	6
202	170	8
203	170	10
204	170	11
205	170	12
206	170	21
207	170	22
208	170	22
209	170	23
210	170	26
211	170	29
212	170	14
213	170	30
214	170	31
215	170	33
216	170	34
217	170	35
218	170	36
219	170	36
220	170	37
221	170	37
222	170	38
223	170	39
224	170	41
225	170	43
226	170	43
227	170	44
228	170	45
229	170	45
230	170	46
231	170	47
232	170	47
233	170	48
234	170	48
235	170	48
236	170	48
237	170	49
238	170	51
239	170	51
240	170	53
241	170	54
242	170	54
243	170	55
244	170	55
245	170	56
246	170	57
247	170	57
248	170	58
249	170	58
250	170	59
251	170	59
252	170	60
253	170	60
254	170	61
255	170	61
256	170	63
257	170	64
258	170	66
259	170	67
260	170	70
261	170	71
262	170	74
263	170	75
264	170	75
265	170	77
266	170	78
267	170	78
268	170	78
269	170	81
270	170	82
271	170	83
272	170	85
273	170	85
274	170	85
275	170	86
276	170	87
277	170	87
278	170	89
279	170	89
280	170	89
281	170	91
282	170	91
283	170	91
284	170	92
285	170	95
286	170	96
287	170	96
288	170	97
289	170	97
290	170	97
291	170	98
292	170	98
293	170	99
294	170	100
295	170	100
296	170	100
297	170	101
298	170	101
299	170	101
300	170	102
301	170	103
302	170	104
303	170	104
304	170	104
305	170	104
306	170	105
307	170	105
308	170	107
309	170	110
310	170	111
311	170	111
312	170	114
313	170	115
314	170	116
315	170	116
316	170	117
317	170	117
318	170	117
319	170	117
320	170	117
321	170	118
322	170	118
323	170	118
324	170	118
325	170	118
326	170	119
327	170	119
328	170	119
329	170	120
330	170	120
331	170	120
332	170	120
333	170	122
334	170	123
335	170	125
336	170	125
337	170	125
338	170	126
339	170	126
340	170	127
341	170	127
342	170	128
343	170	128
344	170	128
345	170	128
346	170	128
347	170	128
348	170	129
349	170	129
350	170	129
351	170	129
352	170	130
353	170	130
354	170	130
355	170	130
356	170	131
357	170	134
358	170	134
359	170	134
360	170	135
361	170	135
362	170	135
363	170	135
364	170	135
365	170	135
366	170	136
367	170	136
368	170	137
369	170	137
370	170	137
371	170	138
372	170	106
373	170	106
374	170	106
375	170	106
376	170	106
377	170	106
378	170	139
379	170	139
380	170	139
381	170	139
382	170	139
383	170	140
384	170	140
385	170	141
386	170	143
387	170	143
388	170	144
389	170	144
390	170	145
391	170	145
392	170	146
393	170	149
394	170	149
395	170	150
396	170	151
397	170	151
398	170	151
399	170	152
400	170	152
401	170	153
402	170	155
403	170	155
404	170	155
405	170	156
406	170	157
407	170	158
408	170	159
409	170	159
410	170	160
411	170	163
412	170	164
413	170	165
414	170	165
415	170	167
416	170	166
417	171	28
418	171	37
419	172	8
420	15	28
421	173	3
422	173	6
423	173	8
424	173	9
425	173	10
426	173	11
427	173	12
428	173	20
429	173	22
430	173	26
431	173	27
432	173	29
433	173	30
434	173	30
435	173	31
436	173	33
437	173	34
438	173	35
439	173	36
440	173	37
441	173	38
442	173	39
443	173	40
444	173	41
445	173	42
446	173	43
447	173	44
448	173	44
449	173	45
450	173	46
451	173	47
452	173	48
453	173	49
454	173	49
455	173	50
456	173	51
457	173	52
458	173	53
459	173	54
460	173	55
461	173	55
462	173	56
463	173	57
464	173	58
465	173	59
466	173	60
467	173	60
468	173	60
469	173	61
470	173	62
471	173	63
472	173	63
473	173	64
474	173	65
475	173	66
476	173	66
477	173	67
478	173	68
479	173	70
480	173	71
481	173	75
482	173	76
483	173	77
484	173	78
485	173	78
486	173	79
487	173	82
488	173	82
489	173	83
490	173	83
491	173	85
492	173	87
493	173	88
494	173	89
495	173	91
496	173	91
497	173	92
498	173	94
499	173	95
500	173	95
501	173	96
502	173	97
503	173	98
504	173	98
505	173	99
506	173	100
507	173	100
508	173	101
509	173	101
510	173	102
511	173	103
512	173	104
513	173	104
514	173	105
515	173	105
516	173	107
517	173	107
518	173	110
519	173	111
520	173	112
521	173	113
522	173	113
523	173	114
524	173	115
525	173	116
526	173	116
527	173	117
528	173	117
529	173	117
530	173	117
531	173	118
532	173	118
533	173	118
534	173	119
535	173	120
536	173	120
537	173	120
538	173	120
539	173	120
540	173	120
541	173	121
542	173	121
543	173	122
544	173	122
545	173	123
546	173	123
547	173	124
548	173	125
549	173	125
550	173	126
551	173	126
552	173	127
553	173	127
554	173	128
555	173	128
556	173	129
557	173	129
558	173	129
559	173	129
560	173	130
561	173	130
562	173	131
563	173	131
564	173	133
565	173	134
566	173	134
567	173	135
568	173	135
569	173	135
570	173	135
571	173	136
572	173	136
573	173	137
574	173	137
575	173	138
576	173	138
577	173	106
578	173	106
579	173	106
580	173	139
581	173	139
582	173	140
583	173	140
584	173	141
585	173	141
586	173	142
587	173	143
588	173	143
589	173	144
590	173	145
591	173	145
592	173	146
593	173	146
594	173	148
595	173	149
596	173	150
597	173	151
598	173	151
599	173	152
600	173	152
601	173	153
602	173	153
603	173	154
604	173	155
605	173	155
606	173	156
607	173	156
608	173	157
609	173	158
610	173	159
611	173	159
612	173	160
613	173	160
614	173	163
615	173	161
616	173	164
617	173	164
618	173	165
619	173	165
620	173	167
621	173	166
622	174	4
623	174	10
624	174	12
625	174	20
626	174	20
627	174	21
628	174	22
629	174	22
630	174	23
631	174	24
632	174	24
633	174	25
634	174	26
635	174	26
636	174	27
637	174	27
638	174	28
639	174	28
640	174	29
641	174	14
642	174	30
643	174	31
644	174	32
645	174	32
646	174	33
647	174	34
648	174	35
649	174	35
650	174	36
651	174	36
652	174	37
653	174	37
654	174	38
655	174	39
656	174	40
657	174	41
658	174	42
659	174	43
660	174	43
661	174	44
662	174	45
663	174	46
664	174	46
665	174	47
666	174	47
667	174	48
668	174	48
669	174	49
670	174	49
671	174	49
672	174	50
673	174	51
674	174	51
675	174	51
676	174	51
677	174	52
678	174	52
679	174	53
680	174	54
681	174	54
682	174	55
683	174	55
684	174	56
685	174	56
686	174	56
687	174	56
688	174	56
689	174	57
690	174	57
691	174	57
692	174	58
693	174	58
694	174	58
695	174	59
696	174	59
697	174	59
698	174	59
699	174	60
700	174	60
701	174	60
702	174	61
703	174	61
704	174	62
705	174	62
706	174	63
707	174	63
708	174	64
709	174	64
710	174	64
711	174	65
712	174	65
713	174	66
714	174	67
715	174	67
716	174	68
717	174	68
718	174	69
719	174	69
720	174	69
721	174	69
722	174	70
723	174	71
724	174	71
725	174	74
726	174	74
727	174	75
728	174	75
729	174	75
730	174	75
731	174	76
732	174	77
733	174	78
734	174	78
735	174	79
736	174	80
737	174	81
738	174	81
739	174	81
740	174	81
741	174	82
742	174	82
743	174	82
744	174	82
745	174	83
746	174	84
747	174	84
748	174	85
749	174	85
750	174	86
751	174	86
752	174	87
753	174	87
754	174	88
755	174	88
756	174	88
757	174	89
758	174	89
759	174	91
760	174	91
761	174	92
762	174	92
763	174	92
764	174	94
765	174	94
766	174	95
767	174	96
768	174	96
769	174	97
770	174	97
771	174	97
772	174	98
773	174	98
774	174	99
775	174	100
776	174	100
777	174	101
778	174	101
779	174	102
780	174	103
781	174	103
782	174	104
783	174	104
784	174	105
785	174	105
786	174	107
787	174	107
788	174	110
789	174	110
790	174	111
791	174	111
792	174	112
793	174	112
794	174	113
795	174	113
796	174	114
797	174	114
798	174	115
799	174	115
800	174	115
801	174	115
802	174	116
803	174	116
804	174	116
805	174	116
806	174	116
807	174	117
808	174	117
809	174	117
810	174	117
811	174	118
812	174	118
813	174	118
814	174	118
815	174	119
816	174	119
817	174	119
818	174	119
819	174	119
820	174	119
821	174	119
822	174	120
823	174	120
824	174	120
825	174	120
826	174	120
827	174	121
828	174	121
829	174	122
830	174	122
831	174	123
832	174	123
833	174	124
834	174	125
835	174	125
836	174	126
837	174	126
838	174	127
839	174	127
840	174	128
841	174	128
842	174	128
843	174	128
844	174	128
845	174	129
846	174	129
847	174	129
848	174	129
